08 Dune Series Trash Receptacle DS-TR.obj,7.654651920684301e-10,7.835986983745311e-10,7.793691929926046e-12,0.00013498862858971685,0.00011635816572365226,0.00030764027340615473,1.5487315313802817e-08,2.294957089210733e-08,3.593235883116236e-08
3DMillenium_bottle01.obj,7.654651920166463e-10,7.835986974208578e-10,7.793691836111599e-12,1.7982830389324568e-05,1.8402180858727657e-05,1.1949406494797014e-05,1.2325627026085463e-09,1.3266822041608822e-09,2.328804984311809e-10
3DMillenium_bottle02.obj,7.654651920166421e-10,7.835986974208535e-10,7.793691836110881e-12,1.1206716427549964e-05,1.1488077571012338e-05,1.3166309874202072e-05,3.403978053478131e-10,3.6424485990891295e-10,2.386933306692209e-10
3DMillenium_bottle04.obj,7.654651920166637e-10,7.835986974208756e-10,7.793691836120163e-12,1.8964195440938844e-05,1.9432677716290737e-05,1.8559927979604346e-05,1.21296227320606e-09,1.3002932929831146e-09,6.24562979951052e-10
3DMillenium_bowl01.obj,7.654651920166935e-10,7.835986974209061e-10,7.793691836246255e-12,1.401425150226697e-05,1.4359551756058439e-05,5.4169190679531405e-05,5.831134873437237e-10,6.25951081744329e-10,4.577808127256192e-09
3DMillenium_bowl03.obj,7.654651920166609e-10,7.835986974208728e-10,7.793691836157399e-12,1.5098414959794406e-05,1.5483700947901678e-05,5.064263632219827e-05,3.5795271195734183e-10,3.798205846615131e-10,1.927825247355687e-09
3DMillenium_budvase.obj,7.654651920166593e-10,7.835986974208712e-10,7.793691836111468e-12,1.5715989604589475e-05,1.609625992349834e-05,1.1600534450188596e-05,1.4788326615789683e-09,1.5875252065562202e-09,4.957983475470833e-10
3DMillenium_urn01.obj,7.654651920276264e-10,7.835986974320893e-10,7.793691848994552e-12,6.49017287314999e-05,6.650259360198623e-05,8.199726913248557e-05,5.513278656838492e-09,5.904265881063919e-09,9.542944936813642e-09
3DMillenium_urn02.obj,7.654651920279556e-10,7.835986974324259e-10,7.793691848917232e-12,7.026407556726549e-05,7.199510972067529e-05,8.021562422051819e-05,5.6370968253442e-09,6.0577732394483295e-09,8.843380675734006e-09
3DMillenium_vase01.obj,7.654651920168261e-10,7.835986974210418e-10,7.79369183621387e-12,3.303505192021359e-05,3.3871784881793356e-05,3.55871295026636e-05,3.5918074491924408e-09,3.839734696845854e-09,2.0997530857609436e-09
3DMillenium_vase02.obj,7.654651920167931e-10,7.83598697421008e-10,7.793691836204663e-12,3.378883439438671e-05,3.464602512548386e-05,3.788890448500457e-05,3.2104198566210648e-09,3.437163410889919e-09,1.8177972396362452e-09
3DMillenium_vase03.obj,7.654651920166788e-10,7.835986974208911e-10,7.793691836150875e-12,2.3408514913861586e-05,2.399338403192928e-05,3.2711646692607355e-05,9.987117739260734e-10,1.0676952358815534e-09,1.1352387894929409e-09
5DSOM_clay_vases_1.obj,7.654651920166405e-10,7.835986974208518e-10,7.793691836109694e-12,4.4544040793396875e-06,2.589767054121779e-06,1.4071043787855569e-05,1.578319324333271e-11,6.900068961539154e-12,2.0141998648000099e-10
5DSOM_clay_vases_2.obj,7.654651920166405e-10,7.835986974208518e-10,7.793691836109697e-12,3.8039266415096687e-06,4.4115161131998095e-06,1.746453761091797e-05,3.316344229879039e-11,8.338971133163798e-12,2.3626917192247474e-10
